budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
12000000.0,Horror,,13812.0,"[{""id"": 6898, ""name"": ""quarantine""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 13424, ""name"": ""tv reporter""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 188957, ""name"": ""virus""}]",en,Quarantine,A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.,8.083995,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Andale Pictures"", ""id"": 22791}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-10,40855419.0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Contain The Truth.,Quarantine,2022-05-05 00:00:00,339.0
12000000.0,Drama,,1360.0,"[{""id"": 437, ""name"": ""painter""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 158558, ""name"": ""disabled""}, {""id"": 187056, ""name"": ""woman director""}]",en,Frida,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",18.422327,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Ventanarosa Productions"", ""id"": 689}, {""name"": ""Handprint Entertainment"", ""id"": 690}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2002-08-29,56298474.0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Prepare to be seduced,Frida,2022-07-03 00:00:00,383.0
12000000.0,Drama,,10220.0,"[{""id"": 395, ""name"": ""gambling""}, {""id"": 3703, ""name"": ""law""}, {""id"": 5887, ""name"": ""compulsive gambling""}, {""id"": 6433, ""name"": ""roulette""}, {""id"": 7496, ""name"": ""gain""}]",en,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,18.422008,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Spanky Pictures"", ""id"": 1566}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-11,22921898.0,121.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Trust everyone... But always cut the cards.,Rounders,2022-06-09 00:00:00,439.0
12000000.0,Horror,,31915.0,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 9794, ""name"": ""toxic""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 33480, ""name"": ""environmental""}, {""id"": 223059, ""name"": ""animal horror""}]",en,Prophecy,"A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside.",8.61659,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1979-01-01,54000000.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Prophecy,2022-05-04 00:00:00,25.0
12000000.0,Drama,,205220.0,"[{""id"": 456, ""name"": ""mother""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 3446, ""name"": ""forgiveness""}, {""id"": 5153, ""name"": ""son""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 11112, ""name"": ""search""}, {""id"": 14765, ""name"": ""church""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 193017, ""name"": ""nuns""}]",en,Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",29.019504,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Baby Cow Productions"", ""id"": 1219}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Yucaipa Films"", ""id"": 12005}, {""name"": ""Magnolia Mae Films"", ""id"": 18188}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2013-11-01,100129872.0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,These two unlikely companions are on a journey to find her long lost son.,Philomena,2022-07-04 00:00:00,579.0
12000000.0,Fantasy,http://www.aquamarinemovie.com/,14191.0,"[{""id"": 5248, ""name"": ""female friendship""}, {""id"": 5938, ""name"": ""mermaid""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 187056, ""name"": ""woman director""}]",en,Aquamarine,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",16.931846,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Storefront Pictures"", ""id"": 7747}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-03,23006849.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Fish-Out-Of-Water Comedy.,Aquamarine,2022-05-08 00:00:00,364.0
12000000.0,Drama,,129670.0,"[{""id"": 680, ""name"": ""montana""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 2689, ""name"": ""dementia""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 158606, ""name"": ""pickup truck""}, {""id"": 163798, ""name"": ""lincoln nebraska""}, {""id"": 191008, ""name"": ""nebraska""}, {""id"": 192786, ""name"": ""sweepstakes""}, {""id"": 199947, ""name"": ""confronting the past""}]",en,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",29.223881,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Bona Fide Productions"", ""id"": 2570}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-21,17654912.0,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Life's not about winning or losing. It's about how you get there in the end.,Nebraska,2022-07-04 00:00:00,636.0
12000000.0,Action,,1948.0,"[{""id"": 351, ""name"": ""poison""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 4680, ""name"": ""adrenalin""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18520, ""name"": ""though guy""}, {""id"": 159546, ""name"": ""pharmacy""}, {""id"": 163516, ""name"": ""defibrillation""}, {""id"": 166093, ""name"": ""hospital gown""}, {""id"": 177127, ""name"": ""emergency room""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 185686, ""name"": ""sweatshop""}, {""id"": 198962, ""name"": ""run""}, {""id"": 226710, ""name"": ""epinephrine""}]",en,Crank,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,47.992817,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""Radical Media"", ""id"": 11152}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-31,42931041.0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,"There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.",Crank,2022-06-06 00:00:00,1151.0
0.0,Adventure,,9550.0,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 6086, ""name"": ""government""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 46950, ""name"": ""dagger""}]",zh,十面埋伏,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",21.064082,"[{""name"": ""Beijing New Picture Film Co. Ltd."", ""id"": 724}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2004-05-19,92863945.0,119.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,House of Flying Daggers,2022-07-01 00:00:00,439.0
12000000.0,Drama,,60599.0,"[{""id"": 9665, ""name"": ""cover-up""}, {""id"": 184116, ""name"": ""hedge fund""}]",en,Arbitrage,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",16.40512,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Artina Films"", ""id"": 2394}, {""name"": ""Lucky Monkey Pictures"", ""id"": 11093}, {""name"": ""Green Room Films"", ""id"": 12501}, {""name"": ""Treehouse Pictures"", ""id"": 14580}, {""name"": ""Alvernia Studios"", ""id"": 24930}, {""name"": ""LB Productions"", ""id"": 24933}, {""name"": ""Parlay Films"", ""id"": 24934}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-14,35485056.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Power is the best alibi.,Arbitrage,2022-06-01 00:00:00,294.0
0.0,Action,,19419.0,[],en,Screwed,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",5.359381,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]",[],2000-05-12,0.0,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Screwed,2022-04-09 00:00:00,23.0
8000000.0,Action,,12088.0,"[{""id"": 378, ""name"": ""prison""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 208085, ""name"": ""population control""}]",en,Fortress,A futuristic prison movie. Protagonist and wife are nabbed at a future US emigration point with an illegal baby during population control. The resulting prison experience is the subject of the movie. The prison is a futuristic one run by a private corporation bent on mind control in various ways,8.708229,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Fortress Films"", ""id"": 19047}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-09-30,6739141.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The high-tech prison thirty stories below ground. Built to withstand anything... Execpt an innocent man.,Fortress,2022-05-07 00:00:00,168.0
0.0,Drama,,9466.0,"[{""id"": 8527, ""name"": ""exzentrik""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 184989, ""name"": ""spectacle""}]",en,Celebrity,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",7.594593,"[{""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Magnolia Productions"", ""id"": 21717}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-07,0.0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A funny look at people who will do anything to get famous... or stay famous.,Celebrity,6.0,111.0
11000000.0,Horror,http://www.hostmovie.com/,1255.0,"[{""id"": 1261, ""name"": ""river""}, {""id"": 1880, ""name"": ""mobile phone""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6304, ""name"": ""sewerage""}, {""id"": 6305, ""name"": ""pollution""}, {""id"": 6617, ""name"": ""formaldehyde""}, {""id"": 6618, ""name"": ""snack bar""}, {""id"": 18035, ""name"": ""family""}]",ko,괴물,"Gang-du is a dim-witted man working at his father's tiny snack bar near the Han River. One day, Gang-du's one and only daughter Hyun-seo comes back from school irritated. She is angry at her uncle, Nam-il, who visited her school as her guardian shamelessly drunk. Ignoring her father's excuses for Nam-il, Hyun-seo is soon engrossed in her aunt Nam-joo's archery tournament on TV. Meanwhile, outside of the snack bar, people are fascinated by an unidentified object hanging onto a bridge. In an instant, the object reveals itself as a terrifying creature turning the riverbank into a gruesome sea of blood¡¦ Amid the chaos, Hyun-seo is helplessly snatched up by the creature right before Gang-du's eyes. These unforeseen circumstances render the government powerless to act. But receiving a call of help from Hyun-seo, the once-ordinary citizen Gang-du and his family are thrust into a battle with the monster to rescue their beloved Hyun-seo.",27.65527,"[{""name"": ""Cineclick Asia"", ""id"": 685}, {""name"": ""Happinet Pictures"", ""id"": 822}, {""name"": ""Cheongeoram"", ""id"": 945}, {""name"": ""CJ Capital Investment"", ""id"": 946}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2006-07-27,88489643.0,119.0,"[{""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,Monsters are real.,The Host,2022-06-07 00:00:00,537.0
12000000.0,Comedy,,10212.0,"[{""id"": 1442, ""name"": ""winter""}, {""id"": 1792, ""name"": ""cliff""}, {""id"": 1918, ""name"": ""cooking""}, {""id"": 1964, ""name"": ""cave""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4268, ""name"": ""fort""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 11663, ""name"": ""camp""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 41410, ""name"": ""madness""}, {""id"": 156104, ""name"": ""stranger""}, {""id"": 180480, ""name"": ""american mexican war""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 193167, ""name"": ""wendigo""}, {""id"": 238134, ""name"": ""military outpost""}, {""id"": 238135, ""name"": ""vomiting blood""}]",en,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims",9.164386,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""ETIC Films"", ""id"": 2979}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Engulf & Devour Productions Inc."", ""id"": 25820}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-16,0.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,You Are Who You Eat,Ravenous,2022-06-09 00:00:00,141.0
12000000.0,Drama,http://www.foxsearchlight.com/stoker/,86825.0,"[{""id"": 10092, ""name"": ""mystery""}]",en,Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",27.322212,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Indian Paintbrush"", ""id"": 9350}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-28,12077441.0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Innocence Ends.,Stoker,2022-06-05 00:00:00,882.0
12000000.0,Adventure,http://dumamovie.warnerbros.com/,15907.0,"[{""id"": 704, ""name"": ""adolescence""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 11337, ""name"": ""cheetah""}, {""id"": 11338, ""name"": ""wild animal""}]",en,Duma,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,4.795244,"[{""name"": ""John Wells Productions"", ""id"": 1512}, {""name"": ""Pandora Pictures"", ""id"": 5329}, {""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2005-04-22,0.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some friendships are wilder than others,Duma,2022-06-09 00:00:00,41.0
12000000.0,Drama,http://www.ondinefilm.com,38448.0,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 5938, ""name"": ""mermaid""}, {""id"": 155049, ""name"": ""wedding dress""}, {""id"": 186829, ""name"": ""fishing net""}, {""id"": 186830, ""name"": ""selkie""}]",en,Ondine,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,5.841285,"[{""name"": ""Octagon Films"", ""id"": 1266}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Wayfare Entertainment"", ""id"": 5703}, {""name"": ""Little Wave Productions"", ""id"": 5704}, {""name"": ""Start Motion Pictures"", ""id"": 19961}, {""name"": ""Radio Telef\u00eds \u00c9ireann (RT\u00c9)"", ""id"": 40605}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-14,1644755.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}]",Released,The truth is not what you know. It's what you believe.,Ondine,2022-06-05 00:00:00,84.0
12000000.0,Crime,http://www.office-kitano.co.jp/brother/index.html,327.0,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 1794, ""name"": ""yakuza""}, {""id"": 1796, ""name"": ""sake""}, {""id"": 1797, ""name"": ""loyalty""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 12670, ""name"": ""los angeles""}]",ja,Brother,"A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brother’s gang. This is the first English film by Takeshi Kitano.",5.327714,"[{""name"": ""Bandai Visual Company"", ""id"": 528}, {""name"": ""Office Kitano"", ""id"": 567}, {""name"": ""Tokyo FM Broadcasting Co."", ""id"": 6516}, {""name"": ""Recorded Picture Company (RPC)"", ""id"": 11561}, {""name"": ""Fuzzy Bunny Films (I)"", ""id"": 11562}, {""name"": ""Little Brother Inc."", ""id"": 11563}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-09,15250000.0,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Are You Japanese?,Brother,2022-06-08 00:00:00,107.0
12000000.0,Drama,http://www.trade-derfilm.de/,4170.0,"[{""id"": 279, ""name"": ""usa""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1547, ""name"": ""mexico city""}, {""id"": 2286, ""name"": ""border""}, {""id"": 3848, ""name"": ""support""}, {""id"": 3973, ""name"": ""insurance salesman""}, {""id"": 4752, ""name"": ""punter""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 5616, ""name"": ""united states\u2013mexico barrier""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6019, ""name"": ""human trafficking""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15009, ""name"": ""criminal""}]",en,Trade,"A Texas cop (Kevin Kline), whose own daughter might have been forced into sexual slavery, joins forces with a Mexican youth (Cesar Ramos) to find the boy's sister, who was abducted and forced into prostitution. Meanwhile, a Ukrainian woman who was promised a better life in America also becomes a victim.",11.237374,"[{""name"": ""Centropolis Film Productions"", ""id"": 620}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-23,0.0,120.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,"Each year, more than 1,000,000 people are trafficked across international borders... against their will.",Trade,2022-06-08 00:00:00,67.0
0.0,War,,41508.0,"[{""id"": 810, ""name"": ""budapest""}, {""id"": 1244, ""name"": ""hungary""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 1956, ""name"": ""world war ii""}]",hu,Sorstalanság,"An Hungarian youth comes of age at Buchenwald during World War II. György Köves is 14, the son of a merchant who's sent to a forced labor camp. After his father's departure, György gets a job at a brickyard; his bus is stopped and its Jewish occupants sent to camps. There, György find camaraderie, suffering, cruelty, illness, and death. He hears advice on preserving one's dignity and self-esteem. He discovers hatred. If he does survive and returns to Budapest, what will he find? What is natural; what is it to be a Jew? Sepia, black and white, and color alternate to shade the mood.",1.906807,[],"[{""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IL"", ""name"": ""Israel""}]",2005-02-10,0.0,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Released,You can close your eyes. You can turn away. But you will never forget.,Fateless,2022-06-05 00:00:00,28.0
0.0,Comedy,,44555.0,[],zh,三枪拍案惊奇,"Wang is a gloomy, cunning and avaricious noodle shop owner in a desert town in China. His neglected, sharp-tongued wife is involved in a secret affair with Li, one of Wang’s employees. A timid man, Li reluctantly keeps the gun his lover has bought to kill her husband. But Wang is watching their every move. He bribes patrol officer Zhang to murder the illicit couple. It seems like a perfect plan: the affair will come to a cruel, bloody but satisfying end… or so he thinks. The equally wicked Zhang has an agenda of his own. As the plot twists, more blood will flow, and ever greater violence will erupt…",1.416796,"[{""name"": ""Beijing New Picture Film Co. Ltd."", ""id"": 724}, {""name"": ""Film Partner International"", ""id"": 5946}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",2009-12-11,0.0,95.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,"A Woman, a Gun and a Noodle Shop",2022-04-08 00:00:00,13.0
7500000.0,Thriller,http://www.miramax.com/cypher/,10133.0,"[{""id"": 848, ""name"": ""double life""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 6129, ""name"": ""company""}, {""id"": 6133, ""name"": ""industry""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 156334, ""name"": ""corporate crime""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 186189, ""name"": ""hidden identity""}, {""id"": 189449, ""name"": ""disorder""}, {""id"": 193305, ""name"": ""dishonesty""}, {""id"": 193554, ""name"": ""power relations""}, {""id"": 206690, ""name"": ""mind and soul""}, {""id"": 207108, ""name"": ""uncover truth""}, {""id"": 207110, ""name"": ""mysterious character""}]",en,Cypher,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.",11.636883,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Pandora Cinema"", ""id"": 185}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-01,0.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never forget who you are,Cypher,2022-06-07 00:00:00,192.0
