user_name,user_location,user_description,user_verified,date,text,hashtags,source
🅷🆈🅳🆁🅰🅽🅸🅽🅴,Ask Carmen Sandiego,"Thrill-seeker, fun-loving, opinionated. Silent professional, veteran. Former Official Battlefield Discord Lead Moderator. Catch me @https://twitch.tv/hydranine",False,2022-06-13 02:10:00+00:00,@osintel101 @CanadianUkrain1 @osint101 Either @CanadianUkrain1 is an abysmally trained individual on a #battlefield they're entirely unprepared for or a less-than-clever #imposter seeking part of something spiritually they're likely never to attain... either due to #circumstance or #cowardice. Time will tell. 🤔,['battlefield'],Twitter Web App
xStreamTeam,"Columbus, OH",Online streamer community Join is at https://t.co/1HC84Vi7k9 #supportsmallstreamers for a RT!,False,2022-06-13 00:16:45+00:00,"RT @shadouhorn: Playing some #AmongUs with @Hammdrew and @D4elik Come watch the chaos!

#twitch #TwitchStreamers #TwitchAffliate #followme…","['AmongUs', 'twitch', 'TwitchStreamers', 'TwitchAffliate', 'followme']",Team Xstream twitterbot
Shadouhorn,Racoon City,"◇Twitch affiliate◇ 11.12.2021

100 Followers 5.20.2022

 https://t.co/TAMWdWEDhA
 https://t.co/8IQ1qjnrUg",False,2022-06-13 00:13:26+00:00,"Playing some #AmongUs with @Hammdrew and @D4elik Come watch the chaos!

#twitch #TwitchStreamers #TwitchAffliate #followme #vibes #smallstreamer #SupportSmallStreamers #imposter

https://t.co/AKyrUwc3Ta","['AmongUs', 'twitch', 'TwitchStreamers', 'TwitchAffliate']",Twitter for Android
Tilly Mint 💙♐️♿️🏁💚,find me just behind my nose,"Teeny, tiny, daring, darling! Wicked Wit of the North. Disability warrior. Lucky partner of @eastneyjim All opinions mine and fierce. Champion of my own life.",False,2022-06-12 21:51:50+00:00,Can’t wait to see @ElvisCostello tomorrow night in Birmingham. Last time we saw him there it was just him. Spellbinding. This time we’re expecting it to be rock and roll! We’ve got #imposter syndrome already!,,Twitter for iPhone
Sharon Hascall,"Portland, OR","Inarticulate lover of bons mots, retweeting in random order.",False,2022-06-12 21:22:26+00:00,"RT @greenlandhull58: Jimmy Carter says Trump wouldn’t be president without help from Russia https://t.co/xunkBZiSS9 
#mitchmcconnell #illeg…",['mitchmcconnell'],Twitter for iPhone
Chris2fur,Salish Sea,https://t.co/qrCAa2j7TQ…,False,2022-06-12 20:36:02+00:00,"RT @greenlandhull58: Jimmy Carter says Trump wouldn’t be president without help from Russia https://t.co/xunkBZiSS9 
#mitchmcconnell #illeg…",['mitchmcconnell'],Twitter Web App
Diane 🇬🇧 🇺🇦,St Helens,"Love a good chat. Enjoy reading, writing & being outdoors. A northern Brexit supporter with a soft spot for rugby league in general & Saints RLFC in particular.",False,2022-06-12 18:38:35+00:00,"RT @cakesbydesignnw: cakeS among US ඞ

If it's an Among Us theme you need for your crewmate, there is nothing SUS about this cake! 

#cakes…",,Twitter Web App
AnnettaBettis,,"Liberal, anti trump, anti right wing nut jobs!",False,2022-06-12 18:24:27+00:00,"RT @greenlandhull58: Jimmy Carter says Trump wouldn’t be president without help from Russia https://t.co/xunkBZiSS9 
#mitchmcconnell #illeg…",['mitchmcconnell'],Twitter for Android
CAKES BY DESIGN.. KELLY CAKES,"St. Helens, Warrington, Bolton",Bespoke cakes for all occasions! Visit us - 54 Claughton Street WA10 1SN Call us - 07793275614 or 01744 362219. Email us - orders@cakes-by-design.net,False,2022-06-12 18:00:01+00:00,"cakeS among US ඞ

If it's an Among Us theme you need for your crewmate, there is nothing SUS about this cake! 

#cakesnorthwest #amongus  #amonguscake #crewmate #imposter #sus #gamer #gaming #cake #birthday #sthelenscakes #warringtoncakes #boltoncakes #gamingcake #occasioncakes https://t.co/EaS17cFIHt",,Twitter Web App
Dr Russell Glasson (he/his),"Hove, UK","Interests: digital things and real things, books and eTexts - Dyslexic academic - resist all stereotypes - #UBI to support the arts - he/his - He's a cheap date",False,2022-06-12 17:48:56+00:00,‘I had #imposter syndrome’: Taylor Swift talks becoming a director https://t.co/tl5ZMSTpZ8,['imposter'],Twitter for iPhone
MemoryAcademy.ge,Georgia,მეხსიერების აკადემია • Memory Academy,False,2022-06-12 17:40:43+00:00,"RT @HybridRemotewrk: Did you know that about 70% of people experience imposter syndrome sometime in their life? Get access to webinar, eBoo…",,MindMap
HybridRemoteWork.com,World,"Enhanced productivity, better work-life balance. Increase your business performance with our insights on remote work and hybrid office #wfh #remoteworker",False,2022-06-12 17:38:10+00:00,"Did you know that about 70% of people experience imposter syndrome sometime in their life? Get access to webinar, eBooks, mindmap, and resource sheet:
👉 https://t.co/Q0dBszg8nn
#imposter #overcome #impostersyndrome https://t.co/73cBLhJsjN",,ContentStudio.io
patricia rc,CANADA,,False,2022-06-12 16:36:18+00:00,"Jimmy Carter says Trump wouldn’t be president without help from Russia https://t.co/xunkBZiSS9 
#mitchmcconnell #illegitimatescotus #courtpacking #usa #gopcommies #goprussianassets #Ukraine #impeachedtwice #imposter #fakeprez",['mitchmcconnell'],Twitter Web App
patricia rc,CANADA,,False,2022-06-12 16:33:44+00:00,"Hillary Clinton: Trump is an ‘illegitimate president’ https://t.co/HJLuc3gCp8 
#illegitimatescotus #goprussianassets #illegitimategop #imposter #Ukraine #impeachedfakeprez #USA #goptraitors",['illegitimatescotus'],Twitter Web App
patricia rc,CANADA,,False,2022-06-12 16:06:35+00:00,"""Trump's Lies"": The Collected Works

https://t.co/vMzqtcF4D9 via @commondreams 
#jan6Justice #trumpliedpeopledied #usa #LockHimUp #covididiot #putinpuppet #ukraineimpeachment #imposter #fakeprez","['jan6Justice', 'trumpliedpeopledied']",Twitter Web App
Jerrie Maag,"Portage Lakes, OH","Nursing Executive whose prayer is to make a difference,no matter how small. I love peace✝️ Proverbs 3:5-7 Trust in the Lord with all your heart...👼🙋‍♀️🌈",False,2022-06-12 12:28:19+00:00,"Why is this person allowed to spew this garbage? So cursing out others is Godly now? The fruit of the spirit includes goodness, kindness, meekness, gentleness, long suffering, but I fail to detect any of these qualities in him. #imposter https://t.co/8O5IuH2lKl",,Twitter for iPhone
Agambire Agana,"Accra, Ghana",Award-winning social media expert and Journalist. Founder of @News_Ghana and Co- Founder of @ModernGhanaweb Email: roylexi2002@gmail.com Tel: +233 244 24 4807,False,2022-06-12 11:01:35+00:00,RT @news_ghana: Alhaji Sinare cautions public on fraudster selling East Legon lands https://t.co/RadgOfSQVB #Entertainment #AGAINST #Alhaji…,"['Entertainment', 'AGAINST']",dlvr.it
M'Ideas Limited,Accra,"M’ideas Group: news reporting, public relations, advertisement, product review, SEO, domain registration, web hosting and designing

Tel: +233 23 497 2832",False,2022-06-12 10:59:05+00:00,RT @news_ghana: Alhaji Sinare cautions public on fraudster selling East Legon lands https://t.co/RadgOfSQVB #Entertainment #AGAINST #Alhaji…,"['Entertainment', 'AGAINST']",dlvr.it
News Ghana,"Accra, Ghana",Ghana’s leading online news publication for business executives in West Africa and around the continent.    email: newsghana101@gmail.com Tel: +233 244 244807,True,2022-06-12 10:58:37+00:00,Alhaji Sinare cautions public on fraudster selling East Legon lands https://t.co/RadgOfSQVB #Entertainment #AGAINST #AlhajiSinare #EastLegonland #Imposter https://t.co/PF66VBoIPB,"['Entertainment', 'AGAINST']",dlvr.it
Oluchi Enyinnaya,"Lagos, Nigeria","Philippians 3:10 |Linguist |Human Resource |A Passionate Voluteer♥️|Bilingual || A Poet❣
#iPrayiPlayiloveiWriteiMotivate
#iFollowBack",False,2022-06-12 09:58:35+00:00,"@koinoniaeni Hello @koinoniaeni kindly review this as account seems to be an imposter.
#imposter #faketwitterpage https://t.co/z4hNhwSIir","['imposter', 'faketwitterpage']",Twitter for Android
Mike’s Whisky Odyssey 🥃🇺🇦,Shropshire UK,"Whisky enthusiast and blogger, loving the peatier side of life but currently spending much time re-exploring the wider whisky world",False,2022-06-12 08:46:41+00:00,"RT @MaltMusings: Next up we have Duncan @socialdrammer on 9th July with #Imposter...
#BlindDrams https://t.co/lmzD7Di0sf","['Imposter', 'BlindDrams']",TweetDeck
Launch Your Live,,Learn how to create professional #livevideo and gain confidence on camera. #Podcast with Christian Karasiewicz @ckroks. #livestreaming,False,2022-06-12 08:15:12+00:00,"Are you afraid of being seen as an imposter when #livestreaming? 

On ep. 90, @ckroks and @mfcnovo explore 7 ways to overcome #imposter syndrome so that you can become a more confident streamer. 

#LiveStreamingTips #AmazonLive

 https://t.co/3J0vDNf6Wz https://t.co/uiPeA1BfiZ",['livestreaming'],Agorapulse app
Uglyratwithrabies,Your moms house,"Creator of rich guy in liminal spaces
Feminist
I hate dsmp
Autistic
Adhd
Ocd
Anxiety
Rich guys #1 fan😻",False,2022-06-12 05:48:32+00:00,"RT @Crazyandwespon: I love this mod. ♥️📢🗡️

#imposter #imposterfnf 
#fnfmod https://t.co/7ixSSUO5QR","['imposter', 'imposterfnf', 'fnfmod']",Twitter Web App
N F N C,,"👁️👆- He NOT HE,will deceive the Nations (ANTI-✝️).
BEWARE of Wolf(s) dressed as 🐑
🖤- Kindness does NOT Exsist‼️
WE are in The book of Revelation NOW .",False,2022-06-12 02:29:04+00:00,If this Christ #imposter (👁️)is NOT dealt w/ he'll overthrow the Government . @POTUS @VP @DrBiden @BarackObama,['imposter'],Twitter for Android
Fiona Shoop,On a sofa in Britain - if the dogs leave enough room!,"Presenter of the #CocktailHour radio show (https://t.co/mozKyA0Qrh) and gin, whisky & cocktail writer. Owned by 3 rescue greyhounds. I am over 21",False,2022-06-11 21:03:54+00:00,"RT @MaltMusings: Next up we have Duncan @socialdrammer on 9th July with #Imposter...
#BlindDrams https://t.co/lmzD7Di0sf","['Imposter', 'BlindDrams']",Twitter for iPad
WhiskyWings 🥃🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦,London,"Reviews, Tastings and Chatting rubbish...
One Welshman's humble opinion on all things Whisky!

Some links are affiliated to me for full disclosure 😁🥃",False,2022-06-11 21:03:11+00:00,"RT @MaltMusings: Next up we have Duncan @socialdrammer on 9th July with #Imposter...
#BlindDrams https://t.co/lmzD7Di0sf","['Imposter', 'BlindDrams']",TweetDeck
P.S.Whisky,"Glasgow, Scotland","🥃Sniff-Sip-Sláinte 🇿🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿
🥃WSET Level 1 in Spirits
🥃EWA Certificate in Scotch Whisky
🥃https://t.co/Jd3VktuSgY for tasting notes & more",False,2022-06-11 21:00:18+00:00,"RT @MaltMusings: Next up we have Duncan @socialdrammer on 9th July with #Imposter...
#BlindDrams https://t.co/lmzD7Di0sf","['Imposter', 'BlindDrams']",Twitter Web App
Callum,,"Whisky drinker, unofficial. One half of Callum and Kate. Collection on Instagram at glenscotiawhisky. The twitter account for the distillery is @GlenScotiaMalts",False,2022-06-11 20:56:54+00:00,"RT @MaltMusings: Next up we have Duncan @socialdrammer on 9th July with #Imposter...
#BlindDrams https://t.co/lmzD7Di0sf","['Imposter', 'BlindDrams']",TweetDeck
Duncan,"Inverness, Scotland","family,whisky,dogs",False,2022-06-11 20:56:32+00:00,"RT @MaltMusings: Next up we have Duncan @socialdrammer on 9th July with #Imposter...
#BlindDrams https://t.co/lmzD7Di0sf","['Imposter', 'BlindDrams']",Twitter for Android
Brian's Malt Musings 💙 🇺🇦,"The Lake District, UK","Love whisky 🥃 I tweet & blog my thoughts & tasting notes.  Fanboy of Glen Scotia, Loch Lomond & Bains.  Founder of the Blind Tasting Consortium #BlindDrams",False,2022-06-11 20:56:02+00:00,"Next up we have Duncan @socialdrammer on 9th July with #Imposter...
#BlindDrams https://t.co/lmzD7Di0sf","['Imposter', 'BlindDrams']",Twitter Web App
tatiana creppy,"Tremblay-en-France, France",conciliante respectueuse compréhensive,False,2022-06-11 19:00:42+00:00,"RT @bizsavvycoach: You have achieved many successes ... so why do you feel like an #imposter? https://t.co/9cgUEjIhVV 

@DENStartupWeek @Co…",['imposter'],Twitter for iPhone
Cerulean Learning,"Surrey, England","We are a #learning & development boutique - no 'sheep-dip' #training here & no talk n chalk! Just relevant, practical and thoughtful learning. Tweets by Imogen",False,2022-06-11 18:41:03+00:00,"""Imposter syndrome - feelings of self-doubt and failure that override success at work - is one of the most common mental health issues in today’s workplace, with nearly 3 in 5 (58%) of employees experiencing #imposter #syndrome.""

Via @InsightOnWork

 https://t.co/TzhJw2oUfo https://t.co/ckdstKFl7i",,Buffer
Bonnie Shen,,,False,2022-06-11 07:54:10+00:00,RT @jimmichael720: Joe Biden has lost every presidential election he has ever been in...including 2020! #Cheater #Imposter https://t.co/UQb…,"['Cheater', 'Imposter']",Twitter Web App
Uglyratwithrabies,Your moms house,"Creator of rich guy in liminal spaces
Feminist
I hate dsmp
Autistic
Adhd
Ocd
Anxiety
Rich guys #1 fan😻",False,2022-06-11 02:53:16+00:00,"RT @purple32160980: #FNF #fridaynightfunkinfanart  #amongusOC  #AmongUsFanart #imposter #Vsimposter #fnfimposter #アモングアス #AmongUs
WEEK1 pur…","['FNF', 'fridaynightfunkinfanart', 'amongusOC', 'AmongUsFanart', 'imposter', 'Vsimposter', 'fnfimposter', 'アモングアス', 'AmongUs']",Twitter Web App
purple@7月3日までショタ化＆7月25まで猫化,FNF進出への道を探す道中,"アイコンを描いてくれた神絵師さん
@choko_01417
どうもpurpleです。
主にアモアスとかFNFとかを描いたりしています。
フォロバ率45.01%
アモアスアカウントの人は大体知らんうちにフォローしてる変人 一応男っす",False,2022-06-11 00:42:18+00:00,"#FNF #fridaynightfunkinfanart  #AmongUsOC #AmongUsFanArt  #AmongUs #imposter #Vsimposter #fnfimposter #アモングアス
WEEK1＆2 purple right pose
＆
WEEK2 purple https://t.co/lbUSAGYiCz","['FNF', 'fridaynightfunkinfanart', 'AmongUsOC', 'AmongUsFanArt', 'AmongUs', 'imposter', 'Vsimposter', 'fnfimposter', 'アモングアス']",Twitter for Android
Copen LIFE channel 公式アカウント@COPEN LOVER 🇺🇦🤝🇷🇺,YOUTUBE→,"#nowar 🇺🇦🤝🇷🇺
コペンが大好きな人の公式アカウント！
Copen（っていうかクルマ全般）には乗ったことないですけど@COPEN LOVERS所属
怪しい垢以外はフォロバします（フォロバは大分遅れるよ）",False,2022-06-10 23:24:05+00:00,BMW M4 SUS EDITION #imposter #SUS #AMOGUS #AMONGUS #PS4share https://t.co/izqA8vGkNX,"['imposter', 'SUS', 'AMOGUS', 'AMONGUS', 'PS4share']",PlayStation®Network
Kato Kaelin🇺🇸,Los Angeles,"Former houseguest. Current Adult, living behind my own house. Find me on cameo: https://t.co/eAyCyJYKRD https://t.co/kquZ34zACP. #freethinker",True,2022-06-10 18:10:55+00:00,@townhallcom The expression “take a long walk off a short pier” comes to mind #imposter #senile,"['imposter', 'senile']",Twitter for iPhone
